"Date","Time (LST)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2023/07/03","11:48","0.881","-","1.24"
"2023/07/03","11:54","0.959","-","1.24"
"2023/07/03","12:00","1.037","-","1.41"
"2023/07/03","12:06","1.116","-","1.45"
"2023/07/03","12:12","1.196","-","1.54"
"2023/07/03","12:18","1.275","-","1.56"
"2023/07/03","12:24","1.355","-","1.64"
"2023/07/03","12:30","1.435","-","1.81"
"2023/07/03","12:36","1.515","-","1.87"
"2023/07/03","12:42","1.595","-","1.85"
"2023/07/03","12:48","1.674","-","1.92"
"2023/07/03","12:54","1.752","-","2.05"
"2023/07/03","13:00","1.83","-","2.16"
"2023/07/03","13:06","1.908","-","2.22"
"2023/07/03","13:12","1.984","-","2.24"
"2023/07/03","13:18","2.059","-","2.34"
"2023/07/03","13:24","2.133","-","2.41"
"2023/07/03","13:30","2.205","-","2.49"
"2023/07/03","13:36","2.276","-","2.53"
"2023/07/03","13:42","2.345","-","2.65"
"2023/07/03","13:48","2.412","-","2.67"
"2023/07/03","13:54","2.478","-","2.71"
"2023/07/03","14:00","2.541","-","2.82"
"2023/07/03","14:06","2.602","-","2.85"
"2023/07/03","14:12","2.66","-","2.95"
"2023/07/03","14:18","2.716","-","2.98"
"2023/07/03","14:24","2.769","-","3.01"
"2023/07/03","14:30","2.82","-","3.07"
"2023/07/03","14:36","2.867","-","3.18"
"2023/07/03","14:42","2.912","-","3.15"
"2023/07/03","14:48","2.954","-","3.21"
"2023/07/03","14:54","2.993","-","3.23"
"2023/07/03","15:00","3.028","-","3.28"
"2023/07/03","15:06","3.06","-","3.35"
"2023/07/03","15:12","3.089","-","3.36"
"2023/07/03","15:18","3.115","-","3.3"
"2023/07/03","15:24","3.137","-","3.35"
"2023/07/03","15:30","3.156","-","3.49"
"2023/07/03","15:36","3.172","-","3.37"
"2023/07/03","15:42","3.184","-","3.44"
"2023/07/03","15:48","3.192","-","3.4"
"2023/07/03","15:54","3.198","-","3.43"
"2023/07/03","16:00","3.2","-","3.44"
"2023/07/03","16:06","3.199","-","3.44"
"2023/07/03","16:12","3.194","-","3.39"
"2023/07/03","16:18","3.186","-","3.41"
"2023/07/03","16:24","3.175","-","3.45"
"2023/07/03","16:30","3.161","-","3.39"
"2023/07/03","16:36","3.144","-","3.42"
"2023/07/03","16:42","3.124","-","3.38"
"2023/07/03","16:48","3.101","-","3.28"
"2023/07/03","16:54","3.075","-","3.28"
"2023/07/03","17:00","3.046","-","3.34"
"2023/07/03","17:06","3.015","-","3.25"
"2023/07/03","17:12","2.981","-","3.23"
"2023/07/03","17:18","2.944","-","3.15"
"2023/07/03","17:24","2.906","-","3.14"
"2023/07/03","17:30","2.864","-","3.16"
"2023/07/03","17:36","2.821","-","3.07"
"2023/07/03","17:42","2.776","-","3"
"2023/07/03","17:48","2.728","-","3.01"
"2023/07/03","17:54","2.679","-","2.92"
"2023/07/03","18:00","2.628","-","2.89"
"2023/07/03","18:06","2.576","-","2.89"
"2023/07/03","18:12","2.522","-","2.82"
"2023/07/03","18:18","2.466","-","2.75"
"2023/07/03","18:24","2.409","-","2.67"
"2023/07/03","18:30","2.352","-","2.7"
"2023/07/03","18:36","2.293","-","2.62"
"2023/07/03","18:42","2.233","-","2.58"
"2023/07/03","18:48","2.173","-","2.5"
"2023/07/03","18:54","2.112","-","2.49"
"2023/07/03","19:00","2.051","-","2.44"
"2023/07/03","19:06","1.989","-","2.36"
"2023/07/03","19:12","1.927","-","2.23"
"2023/07/03","19:18","1.866","-","2.22"
"2023/07/03","19:24","1.804","-","2.2"
"2023/07/03","19:30","1.743","-","2.15"
"2023/07/03","19:36","1.682","-","2.09"
"2023/07/03","19:42","1.621","-","1.92"
"2023/07/03","19:48","1.562","-","1.98"
"2023/07/03","19:54","1.503","-","1.94"
"2023/07/03","20:00","1.445","-","1.89"
"2023/07/03","20:06","1.388","-","1.82"
"2023/07/03","20:12","1.333","-","1.69"
"2023/07/03","20:18","1.279","-","1.69"
"2023/07/03","20:24","1.226","-","1.65"
"2023/07/03","20:30","1.175","-","1.6"
"2023/07/03","20:36","1.126","-","1.5"
"2023/07/03","20:42","1.078","-","1.48"
"2023/07/03","20:48","1.032","-","1.44"
"2023/07/03","20:54","0.989","-","1.49"
"2023/07/03","21:00","0.947","-","1.34"
"2023/07/03","21:06","0.907","-","1.34"
"2023/07/03","21:12","0.869","-","1.3"
"2023/07/03","21:18","0.834","-","1.29"
"2023/07/03","21:24","0.801","-","1.23"
"2023/07/03","21:30","0.77","-","1.25"
"2023/07/03","21:36","0.741","-","1.16"
"2023/07/03","21:42","0.715","-","1.17"
"2023/07/03","21:48","0.691","-","1.15"
"2023/07/03","21:54","0.669","-","1.18"
"2023/07/03","22:00","0.65","-","1.08"
"2023/07/03","22:06","0.633","-","1.09"
"2023/07/03","22:12","0.618","-","1.11"
"2023/07/03","22:18","0.606","-","1.05"
"2023/07/03","22:24","0.596","-","1.05"
"2023/07/03","22:30","0.588","-","1.06"
"2023/07/03","22:36","0.582","-","1.07"
"2023/07/03","22:42","0.578","-","1.02"
"2023/07/03","22:48","0.577","-","1.03"
"2023/07/03","22:54","0.577","-","1.08"
"2023/07/03","23:00","0.579","-","1"
"2023/07/03","23:06","0.584","-","1.01"
"2023/07/03","23:12","0.59","-","1.07"
"2023/07/03","23:18","0.598","-","1.02"
"2023/07/03","23:24","0.607","-","0.99"
"2023/07/03","23:30","0.619","-","1.1"
"2023/07/03","23:36","0.631","-","1.07"
"2023/07/03","23:42","0.646","-","1.09"
"2023/07/03","23:48","0.661","-","1.07"
"2023/07/03","23:54","0.678","-","1.03"
"2023/07/04","00:00","0.696","-","1.13"
"2023/07/04","00:06","0.716","-","1.2"
"2023/07/04","00:12","0.736","-","1.14"
"2023/07/04","00:18","0.757","-","1.07"
"2023/07/04","00:24","0.779","-","1.19"
"2023/07/04","00:30","0.802","-","1.15"
"2023/07/04","00:36","0.826","-","1.19"
"2023/07/04","00:42","0.85","-","1.24"
"2023/07/04","00:48","0.874","-","1.19"
"2023/07/04","00:54","0.898","-","1.29"
"2023/07/04","01:00","0.923","-","1.24"
"2023/07/04","01:06","0.948","-","1.26"
"2023/07/04","01:12","0.973","-","1.3"
"2023/07/04","01:18","0.997","-","1.33"
"2023/07/04","01:24","1.021","-","1.34"
"2023/07/04","01:30","1.045","-","1.35"
"2023/07/04","01:36","1.068","-","1.41"
"2023/07/04","01:42","1.091","-","1.34"
"2023/07/04","01:48","1.112","-","1.42"
"2023/07/04","01:54","1.133","-","1.52"
"2023/07/04","02:00","1.153","-","1.38"
"2023/07/04","02:06","1.172","-","1.39"
"2023/07/04","02:12","1.189","-","1.49"
"2023/07/04","02:18","1.205","-","1.49"
"2023/07/04","02:24","1.219","-","1.51"
"2023/07/04","02:30","1.232","-","1.51"
"2023/07/04","02:36","1.244","-","1.5"
"2023/07/04","02:42","1.253","-","1.5"
"2023/07/04","02:48","1.261","-","1.57"
"2023/07/04","02:54","1.267","-","1.57"
"2023/07/04","03:00","1.271","-","1.5"
"2023/07/04","03:06","1.273","-","1.51"
"2023/07/04","03:12","1.273","-","1.49"
"2023/07/04","03:18","1.271","-","1.61"
"2023/07/04","03:24","1.267","-","1.57"
"2023/07/04","03:30","1.261","-","1.47"
"2023/07/04","03:36","1.253","-","1.47"
"2023/07/04","03:42","1.243","-","1.54"
"2023/07/04","03:48","1.23","-","1.49"
"2023/07/04","03:54","1.215","-","1.53"
"2023/07/04","04:00","1.199","-","1.43"
"2023/07/04","04:06","1.18","-","1.41"
"2023/07/04","04:12","1.159","-","1.42"
"2023/07/04","04:18","1.136","-","1.41"
"2023/07/04","04:24","1.112","-","1.36"
"2023/07/04","04:30","1.085","-","1.28"
"2023/07/04","04:36","1.056","-","1.31"
"2023/07/04","04:42","1.026","-","1.34"
"2023/07/04","04:48","0.994","-","1.2"
"2023/07/04","04:54","0.96","-","1.19"
"2023/07/04","05:00","0.925","-","1.21"
"2023/07/04","05:06","0.888","-","1.19"
"2023/07/04","05:12","0.85","-","1.1"
"2023/07/04","05:18","0.811","-","1.1"
"2023/07/04","05:24","0.77","-","1.06"
"2023/07/04","05:30","0.728","-","1.06"
"2023/07/04","05:36","0.685","-","1.03"
"2023/07/04","05:42","0.641","-","0.95"
"2023/07/04","05:48","0.597","-","0.93"
"2023/07/04","05:54","0.551","-","0.87"
"2023/07/04","06:00","0.505","-","0.87"
"2023/07/04","06:06","0.459","-","0.78"
"2023/07/04","06:12","0.412","-","0.83"
"2023/07/04","06:18","0.365","-","0.66"
"2023/07/04","06:24","0.318","-","0.69"
"2023/07/04","06:30","0.27","-","0.69"
"2023/07/04","06:36","0.223","-","0.58"
"2023/07/04","06:42","0.176","-","0.53"
"2023/07/04","06:48","0.13","-","0.54"
"2023/07/04","06:54","0.083","-","0.52"
"2023/07/04","07:00","0.038","-","0.47"
"2023/07/04","07:06","-0.007","-","0.38"
"2023/07/04","07:12","-0.051","-","0.34"
"2023/07/04","07:18","-0.094","-","0.37"
"2023/07/04","07:24","-0.136","-","0.28"
"2023/07/04","07:30","-0.176","-","0.28"
"2023/07/04","07:36","-0.216","-","0.21"
"2023/07/04","07:42","-0.253","-","0.22"
"2023/07/04","07:48","-0.29","-","0.11"
"2023/07/04","07:54","-0.324","-","0.14"
"2023/07/04","08:00","-0.357","-","0.15"
"2023/07/04","08:06","-0.387","-","0.05"
"2023/07/04","08:12","-0.416","-","0"
"2023/07/04","08:18","-0.443","-","0.04"
"2023/07/04","08:24","-0.467","-","0.04"
"2023/07/04","08:30","-0.489","-","-0.09"
"2023/07/04","08:36","-0.508","-","-0.02"
"2023/07/04","08:42","-0.525","-","-0.09"
"2023/07/04","08:48","-0.54","-","-0.13"
"2023/07/04","08:54","-0.552","-","-0.1"
"2023/07/04","09:00","-0.561","-","-0.12"
"2023/07/04","09:06","-0.567","-","-0.15"
"2023/07/04","09:12","-0.571","-","-0.15"
"2023/07/04","09:18","-0.571","-","-0.09"
"2023/07/04","09:24","-0.569","-","-0.11"
"2023/07/04","09:30","-0.564","-","-0.19"
"2023/07/04","09:36","-0.555","-","-0.11"
"2023/07/04","09:42","-0.544","-","-0.07"
"2023/07/04","09:48","-0.53","-","-0.08"
"2023/07/04","09:54","-0.513","-","-0.15"
"2023/07/04","10:00","-0.493","-","-0.05"
"2023/07/04","10:06","-0.47","-","-0.03"
"2023/07/04","10:12","-0.444","-","-0.03"
"2023/07/04","10:18","-0.415","-","0.08"
"2023/07/04","10:24","-0.383","-","0.06"
"2023/07/04","10:30","-0.348","-","0.03"
"2023/07/04","10:36","-0.311","-","0.09"
"2023/07/04","10:42","-0.27","-","0.15"
"2023/07/04","10:48","-0.227","-","0.21"
"2023/07/04","10:54","-0.181","-","0.3"
"2023/07/04","11:00","-0.133","-","0.27"
"2023/07/04","11:06","-0.082","-","0.3"
"2023/07/04","11:12","-0.029","-","0.39"
"2023/07/04","11:18","0.027","-","0.47"
"2023/07/04","11:24","0.085","-","0.49"
"2023/07/04","11:30","0.146","-","0.53"
"2023/07/04","11:36","0.208","-","0.6"
"2023/07/04","11:42","0.273","-","0.69"
"2023/07/04","11:48","0.339","-","0.76"
"2023/07/04","11:54","0.407","-","0.8"
"2023/07/04","12:00","0.477","-","0.86"
"2023/07/04","12:06","0.549","-","0.94"
"2023/07/04","12:12","0.622","-","1.01"
"2023/07/04","12:18","0.696","-","1.11"
"2023/07/04","12:24","0.772","-","1.16"
"2023/07/04","12:30","0.848","-","1.2"
"2023/07/04","12:36","0.926","-","1.31"
"2023/07/04","12:42","1.004","-","1.38"
"2023/07/04","12:48","1.084","-","1.52"
"2023/07/04","12:54","1.163","-","1.54"
"2023/07/04","13:00","1.243","-","1.61"
"2023/07/04","13:06","1.323","-","1.69"
"2023/07/04","13:12","1.404","-","1.74"
"2023/07/04","13:18","1.484","-","1.88"
"2023/07/04","13:24","1.564","-","2.05"
"2023/07/04","13:30","1.643","-","1.98"
"2023/07/04","13:36","1.722","-","2.01"
"2023/07/04","13:42","1.801","-","2.2"
"2023/07/04","13:48","1.878","-","2.36"
"2023/07/04","13:54","1.955","-","2.28"
"2023/07/04","14:00","2.03","-","2.39"
"2023/07/04","14:06","2.104","-","2.48"
"2023/07/04","14:12","2.176","-","2.54"
"2023/07/04","14:18","2.247","-","2.64"
"2023/07/04","14:24","2.317","-","2.72"
"2023/07/04","14:30","2.384","-","2.67"
"2023/07/04","14:36","2.449","-","2.77"
"2023/07/04","14:42","2.512","-","2.87"
"2023/07/04","14:48","2.573","-","2.98"
"2023/07/04","14:54","2.632","-","2.99"
"2023/07/04","15:00","2.688","-","3.01"
"2023/07/04","15:06","2.741","-","3.07"
"2023/07/04","15:12","2.792","-","3.08"
"2023/07/04","15:18","2.84","-","3.17"
"2023/07/04","15:24","2.886","-","3.26"
"2023/07/04","15:30","2.928","-","3.18"
"2023/07/04","15:36","2.967","-","3.29"
"2023/07/04","15:42","3.003","-","3.39"
"2023/07/04","15:48","3.036","-","3.3"
"2023/07/04","15:54","3.066","-","3.37"
"2023/07/04","16:00","3.093","-","3.45"
"2023/07/04","16:06","3.116","-","3.44"
"2023/07/04","16:12","3.136","-","3.44"
"2023/07/04","16:18","3.153","-","3.47"
"2023/07/04","16:24","3.166","-","3.48"
"2023/07/04","16:30","3.176","-","3.5"
"2023/07/04","16:36","3.183","-","3.5"
"2023/07/04","16:42","3.187","-","3.45"
"2023/07/04","16:48","3.187","-","3.51"
"2023/07/04","16:54","3.184","-","3.52"
"2023/07/04","17:00","3.177","-","3.52"
"2023/07/04","17:06","3.168","-","3.54"
"2023/07/04","17:12","3.155","-","3.41"
"2023/07/04","17:18","3.139","-","3.44"
"2023/07/04","17:24","3.12","-","3.53"
"2023/07/04","17:30","3.098","-","3.44"
"2023/07/04","17:36","3.073","-","3.43"
"2023/07/04","17:42","3.045","-","3.4"
"2023/07/04","17:48","3.014","-","3.35"
"2023/07/04","17:54","2.981","-","3.37"
"2023/07/04","18:00","2.945","-","3.37"
"2023/07/04","18:06","2.906","-","3.31"
"2023/07/04","18:12","2.865","-","3.26"
"2023/07/04","18:18","2.822","-","3.17"
"2023/07/04","18:24","2.777","-","3.19"
"2023/07/04","18:30","2.729","-","3.19"
"2023/07/04","18:36","2.68","-","3.08"
"2023/07/04","18:42","2.629","-","2.95"
"2023/07/04","18:48","2.576","-","3.03"
"2023/07/04","18:54","2.522","-","3"
"2023/07/04","19:00","2.466","-","2.84"
"2023/07/04","19:06","2.409","-","2.82"
"2023/07/04","19:12","2.35","-","2.86"
"2023/07/04","19:18","2.291","-","2.77"
"2023/07/04","19:24","2.231","-","2.66"
"2023/07/04","19:30","2.17","-","2.71"
"2023/07/04","19:36","2.108","-","2.57"
"2023/07/04","19:42","2.047","-","2.54"
"2023/07/04","19:48","1.984","-","2.52"
"2023/07/04","19:54","1.922","-","2.4"
"2023/07/04","20:00","1.86","-","2.33"
"2023/07/04","20:06","1.798","-","2.32"
"2023/07/04","20:12","1.736","-","2.28"
"2023/07/04","20:18","1.674","-","2.25"
"2023/07/04","20:24","1.613","-","2.07"
"2023/07/04","20:30","1.553","-","1.99"
"2023/07/04","20:36","1.493","-","2.05"
"2023/07/04","20:42","1.435","-","2.02"
"2023/07/04","20:48","1.377","-","1.89"
"2023/07/04","20:54","1.321","-","1.79"
"2023/07/04","21:00","1.265","-","1.78"
"2023/07/04","21:06","1.212","-","1.74"
"2023/07/04","21:12","1.159","-","1.71"
"2023/07/04","21:18","1.108","-","1.69"
"2023/07/04","21:24","1.059","-","1.55"
"2023/07/04","21:30","1.012","-","1.51"
"2023/07/04","21:36","0.966","-","1.49"
"2023/07/04","21:42","0.922","-","1.44"
"2023/07/04","21:48","0.881","-","1.48"
"2023/07/04","21:54","0.841","-","1.33"
"2023/07/04","22:00","0.803","-","1.28"
"2023/07/04","22:06","0.768","-","1.3"
"2023/07/04","22:12","0.734","-","1.29"
"2023/07/04","22:18","0.703","-","1.2"
"2023/07/04","22:24","0.675","-","1.15"
"2023/07/04","22:30","0.648","-","1.17"
"2023/07/04","22:36","0.624","-","1.12"
"2023/07/04","22:42","0.602","-","1.1"
"2023/07/04","22:48","0.583","-","1.1"
"2023/07/04","22:54","0.566","-","1.09"
"2023/07/04","23:00","0.551","-","1.06"
"2023/07/04","23:06","0.539","-","1.01"
"2023/07/04","23:12","0.529","-","0.96"
"2023/07/04","23:18","0.522","-","1.09"
"2023/07/04","23:24","0.516","-","0.97"
"2023/07/04","23:30","0.514","-","1.02"
"2023/07/04","23:36","0.513","-","0.94"
"2023/07/04","23:42","0.514","-","0.95"
"2023/07/04","23:48","0.518","-","1"
"2023/07/04","23:54","0.524","-","0.97"
"2023/07/05","00:00","0.531","-","0.99"
"2023/07/05","00:06","0.541","-","0.98"
"2023/07/05","00:12","0.553","-","1"
"2023/07/05","00:18","0.566","-","0.99"
"2023/07/05","00:24","0.581","-","1.02"
"2023/07/05","00:30","0.598","-","1.06"
"2023/07/05","00:36","0.616","-","1"
"2023/07/05","00:42","0.635","-","1.06"
"2023/07/05","00:48","0.656","-","1.09"
"2023/07/05","00:54","0.678","-","1.11"
"2023/07/05","01:00","0.701","-","1.12"
"2023/07/05","01:06","0.725","-","1.15"
"2023/07/05","01:12","0.749","-","1.14"
"2023/07/05","01:18","0.775","-","1.13"
"2023/07/05","01:24","0.801","-","1.19"
"2023/07/05","01:30","0.827","-","1.21"
"2023/07/05","01:36","0.854","-","1.25"
"2023/07/05","01:42","0.881","-","1.26"
"2023/07/05","01:48","0.908","-","1.25"
"2023/07/05","01:54","0.934","-","1.31"
"2023/07/05","02:00","0.961","-","1.29"
"2023/07/05","02:06","0.987","-","1.34"
"2023/07/05","02:12","1.013","-","1.36"
"2023/07/05","02:18","1.039","-","1.35"
"2023/07/05","02:24","1.063","-","1.44"
"2023/07/05","02:30","1.087","-","1.44"
"2023/07/05","02:36","1.11","-","1.41"
"2023/07/05","02:42","1.132","-","1.41"
"2023/07/05","02:48","1.153","-","1.47"
"2023/07/05","02:54","1.173","-","1.55"
"2023/07/05","03:00","1.192","-","1.52"
"2023/07/05","03:06","1.209","-","1.54"
"2023/07/05","03:12","1.225","-","1.48"
"2023/07/05","03:18","1.239","-","1.53"
"2023/07/05","03:24","1.252","-","1.54"
"2023/07/05","03:30","1.263","-","1.58"
"2023/07/05","03:36","1.272","-","1.6"
"2023/07/05","03:42","1.28","-","1.53"
"2023/07/05","03:48","1.285","-","1.58"
"2023/07/05","03:54","1.289","-","1.58"
"2023/07/05","04:00","1.291","-","1.58"
"2023/07/05","04:06","1.291","-","1.6"
"2023/07/05","04:12","1.289","-","1.59"
"2023/07/05","04:18","1.285","-","1.61"
"2023/07/05","04:24","1.279","-","1.67"
"2023/07/05","04:30","1.272","-","1.52"
"2023/07/05","04:36","1.262","-","1.57"
"2023/07/05","04:42","1.25","-","1.61"
"2023/07/05","04:48","1.236","-","1.57"
"2023/07/05","04:54","1.22","-","1.57"
"2023/07/05","05:00","1.202","-","1.57"
"2023/07/05","05:06","1.182","-","1.47"
"2023/07/05","05:12","1.16","-","1.42"
"2023/07/05","05:18","1.136","-","1.52"
"2023/07/05","05:24","1.11","-","1.52"
"2023/07/05","05:30","1.083","-","1.36"
"2023/07/05","05:36","1.053","-","1.44"
"2023/07/05","05:42","1.023","-","1.4"
"2023/07/05","05:48","0.99","-","1.31"
"2023/07/05","05:54","0.956","-","1.36"
"2023/07/05","06:00","0.92","-","1.34"
"2023/07/05","06:06","0.884","-","1.23"
"2023/07/05","06:12","0.845","-","1.23"
"2023/07/05","06:18","0.806","-","1.22"
"2023/07/05","06:24","0.766","-","1.14"
"2023/07/05","06:30","0.724","-","1.16"
"2023/07/05","06:36","0.682","-","1.08"
"2023/07/05","06:42","0.639","-","1.06"
"2023/07/05","06:48","0.596","-","1.04"
"2023/07/05","06:54","0.552","-","0.98"
"2023/07/05","07:00","0.507","-","1.01"
"2023/07/05","07:06","0.462","-","0.96"
"2023/07/05","07:12","0.418","-","0.86"
"2023/07/05","07:18","0.373","-","0.82"
"2023/07/05","07:24","0.328","-","0.91"
"2023/07/05","07:30","0.284","-","0.82"
"2023/07/05","07:36","0.24","-","0.74"
"2023/07/05","07:42","0.196","-","0.68"
"2023/07/05","07:48","0.153","-","0.65"
"2023/07/05","07:54","0.111","-","0.69"
"2023/07/05","08:00","0.07","-","0.61"
"2023/07/05","08:06","0.029","-","0.54"
"2023/07/05","08:12","-0.01","-","0.55"
"2023/07/05","08:18","-0.048","-","0.48"
"2023/07/05","08:24","-0.085","-","0.49"
"2023/07/05","08:30","-0.12","-","0.46"
"2023/07/05","08:36","-0.154","-","0.4"
"2023/07/05","08:42","-0.186","-","0.36"
"2023/07/05","08:48","-0.216","-","0.32"
"2023/07/05","08:54","-0.245","-","0.35"
"2023/07/05","09:00","-0.272","-","0.22"
"2023/07/05","09:06","-0.296","-","0.23"
"2023/07/05","09:12","-0.319","-","0.22"
"2023/07/05","09:18","-0.339","-","0.22"
"2023/07/05","09:24","-0.358","-","0.16"
"2023/07/05","09:30","-0.374","-","0.13"
"2023/07/05","09:36","-0.387","-","0.11"
"2023/07/05","09:42","-0.399","-","0.09"
"2023/07/05","09:48","-0.408","-","0.11"
"2023/07/05","09:54","-0.414","-","0.1"
"2023/07/05","10:00","-0.418","-","0.14"
"2023/07/05","10:06","-0.419","-","0.03"
"2023/07/05","10:12","-0.417","-","0.07"
"2023/07/05","10:18","-0.413","-","0.11"
"2023/07/05","10:24","-0.406","-","0.11"
"2023/07/05","10:30","-0.396","-","0.09"
"2023/07/05","10:36","-0.383","-","0.06"
"2023/07/05","10:42","-0.368","-","0.15"
"2023/07/05","10:48","-0.35","-","0.12"
"2023/07/05","10:54","-0.329","-","0.15"
"2023/07/05","11:00","-0.305","-","0.16"
"2023/07/05","11:06","-0.278","-","0.16"
"2023/07/05","11:12","-0.248","-","0.21"
"2023/07/05","11:18","-0.216","-","0.2"
"2023/07/05","11:24","-0.181","-","0.3"
"2023/07/05","11:30","-0.143","-","0.35"
"2023/07/05","11:36","-0.102","-","0.28"
"2023/07/05","11:42","-0.059","-","0.37"
"2023/07/05","11:48","-0.013","-","0.46"
"2023/07/05","11:54","0.036","-","0.55"
"2023/07/05","12:00","0.087","-","0.47"
"2023/07/05","12:06","0.14","-","0.49"
"2023/07/05","12:12","0.196","-","0.65"
"2023/07/05","12:18","0.253","-","0.64"
"2023/07/05","12:24","0.313","-","0.72"
"2023/07/05","12:30","0.375","-","0.76"
"2023/07/05","12:36","0.439","-","0.84"
"2023/07/05","12:42","0.505","-","0.81"
"2023/07/05","12:48","0.572","-","0.95"
"2023/07/05","12:54","0.641","-","1.11"
"2023/07/05","13:00","0.711","-","1.06"
"2023/07/05","13:06","0.782","-","1.06"
"2023/07/05","13:12","0.855","-","1.18"
"2023/07/05","13:18","0.928","-","1.3"
"2023/07/05","13:24","1.003","-","1.38"
"2023/07/05","13:30","1.077","-","1.38"
"2023/07/05","13:36","1.153","-","1.48"
"2023/07/05","13:42","1.228","-","1.52"
"2023/07/05","13:48","1.304","-","1.66"
"2023/07/05","13:54","1.38","-","1.72"
"2023/07/05","14:00","1.456","-","1.73"
"2023/07/05","14:06","1.532","-","1.8"
"2023/07/05","14:12","1.607","-","1.91"
"2023/07/05","14:18","1.682","-","2.01"
"2023/07/05","14:24","1.756","-","2.05"
"2023/07/05","14:30","1.829","-","2.14"
"2023/07/05","14:36","1.901","-","2.14"
"2023/07/05","14:42","1.972","-","2.22"
"2023/07/05","14:48","2.042","-","2.35"
"2023/07/05","14:54","2.11","-","2.42"
"2023/07/05","15:00","2.177","-","2.43"
"2023/07/05","15:06","2.243","-","2.5"
"2023/07/05","15:12","2.307","-","2.58"
"2023/07/05","15:18","2.368","-","2.63"
"2023/07/05","15:24","2.428","-","2.67"
"2023/07/05","15:30","2.486","-","2.71"
"2023/07/05","15:36","2.542","-","2.8"
"2023/07/05","15:42","2.596","-","2.9"
"2023/07/05","15:48","2.647","-","2.89"
"2023/07/05","15:54","2.696","-","2.92"
"2023/07/05","16:00","2.742","-","3.01"
"2023/07/05","16:06","2.785","-","2.99"
"2023/07/05","16:12","2.826","-","3.09"
"2023/07/05","16:18","2.864","-","3.13"
