"Date","Time (LST)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2023/07/18","06:06","0.521","-","1.12"
"2023/07/18","06:12","0.483","-","1.06"
"2023/07/18","06:18","0.444","-","1.04"
"2023/07/18","06:24","0.406","-","0.99"
"2023/07/18","06:30","0.368","-","0.97"
"2023/07/18","06:36","0.33","-","0.91"
"2023/07/18","06:42","0.293","-","0.86"
"2023/07/18","06:48","0.256","-","0.85"
"2023/07/18","06:54","0.22","-","0.79"
"2023/07/18","07:00","0.185","-","0.8"
"2023/07/18","07:06","0.15","-","0.68"
"2023/07/18","07:12","0.116","-","0.65"
"2023/07/18","07:18","0.084","-","0.68"
"2023/07/18","07:24","0.052","-","0.59"
"2023/07/18","07:30","0.022","-","0.56"
"2023/07/18","07:36","-0.007","-","0.51"
"2023/07/18","07:42","-0.034","-","0.5"
"2023/07/18","07:48","-0.06","-","0.51"
"2023/07/18","07:54","-0.084","-","0.46"
"2023/07/18","08:00","-0.106","-","0.39"
"2023/07/18","08:06","-0.127","-","0.34"
"2023/07/18","08:12","-0.145","-","0.36"
"2023/07/18","08:18","-0.161","-","0.41"
"2023/07/18","08:24","-0.176","-","0.32"
"2023/07/18","08:30","-0.188","-","0.24"
"2023/07/18","08:36","-0.197","-","0.34"
"2023/07/18","08:42","-0.205","-","0.35"
"2023/07/18","08:48","-0.21","-","0.23"
"2023/07/18","08:54","-0.212","-","0.25"
"2023/07/18","09:00","-0.213","-","0.28"
"2023/07/18","09:06","-0.21","-","0.26"
"2023/07/18","09:12","-0.205","-","0.21"
"2023/07/18","09:18","-0.198","-","0.22"
"2023/07/18","09:24","-0.188","-","0.34"
"2023/07/18","09:30","-0.176","-","0.25"
"2023/07/18","09:36","-0.161","-","0.24"
"2023/07/18","09:42","-0.143","-","0.24"
"2023/07/18","09:48","-0.123","-","0.32"
"2023/07/18","09:54","-0.101","-","0.34"
"2023/07/18","10:00","-0.076","-","0.37"
"2023/07/18","10:06","-0.049","-","0.33"
"2023/07/18","10:12","-0.019","-","0.32"
"2023/07/18","10:18","0.012","-","0.42"
"2023/07/18","10:24","0.046","-","0.46"
"2023/07/18","10:30","0.083","-","0.48"
"2023/07/18","10:36","0.121","-","0.5"
"2023/07/18","10:42","0.161","-","0.5"
"2023/07/18","10:48","0.204","-","0.58"
"2023/07/18","10:54","0.248","-","0.63"
"2023/07/18","11:00","0.294","-","0.64"
"2023/07/18","11:06","0.342","-","0.72"
"2023/07/18","11:12","0.391","-","0.76"
"2023/07/18","11:18","0.442","-","0.84"
"2023/07/18","11:24","0.495","-","0.89"
"2023/07/18","11:30","0.549","-","0.89"
"2023/07/18","11:36","0.604","-","1.02"
"2023/07/18","11:42","0.661","-","1.03"
"2023/07/18","11:48","0.719","-","1.1"
"2023/07/18","11:54","0.778","-","1.18"
"2023/07/18","12:00","0.838","-","1.24"
"2023/07/18","12:06","0.898","-","1.23"
"2023/07/18","12:12","0.96","-","1.31"
"2023/07/18","12:18","1.022","-","1.49"
"2023/07/18","12:24","1.085","-","1.49"
"2023/07/18","12:30","1.148","-","1.56"
"2023/07/18","12:36","1.212","-","1.61"
"2023/07/18","12:42","1.276","-","1.71"
"2023/07/18","12:48","1.339","-","1.76"
"2023/07/18","12:54","1.403","-","1.88"
"2023/07/18","13:00","1.467","-","1.93"
"2023/07/18","13:06","1.531","-","1.94"
"2023/07/18","13:12","1.594","-","2.06"
"2023/07/18","13:18","1.656","-","2.16"
"2023/07/18","13:24","1.718","-","2.17"
"2023/07/18","13:30","1.779","-","2.26"
"2023/07/18","13:36","1.84","-","2.35"
"2023/07/18","13:42","1.899","-","2.35"
"2023/07/18","13:48","1.957","-","2.45"
"2023/07/18","13:54","2.014","-","2.52"
"2023/07/18","14:00","2.069","-","2.61"
"2023/07/18","14:06","2.123","-","2.63"
"2023/07/18","14:12","2.175","-","2.68"
"2023/07/18","14:18","2.225","-","2.73"
"2023/07/18","14:24","2.274","-","2.8"
"2023/07/18","14:30","2.321","-","2.81"
"2023/07/18","14:36","2.365","-","2.87"
"2023/07/18","14:42","2.407","-","2.89"
"2023/07/18","14:48","2.447","-","3.01"
"2023/07/18","14:54","2.485","-","3"
"2023/07/18","15:00","2.52","-","3.02"
"2023/07/18","15:06","2.553","-","3.09"
"2023/07/18","15:12","2.583","-","3.09"
"2023/07/18","15:18","2.611","-","3.13"
"2023/07/18","15:24","2.636","-","3.14"
"2023/07/18","15:30","2.658","-","3.13"
"2023/07/18","15:36","2.678","-","3.17"
"2023/07/18","15:42","2.695","-","3.26"
"2023/07/18","15:48","2.709","-","3.18"
"2023/07/18","15:54","2.72","-","3.24"
"2023/07/18","16:00","2.729","-","3.24"
"2023/07/18","16:06","2.735","-","3.28"
"2023/07/18","16:12","2.738","-","3.21"
"2023/07/18","16:18","2.739","-","3.27"
"2023/07/18","16:24","2.737","-","3.24"
"2023/07/18","16:30","2.732","-","3.28"
"2023/07/18","16:36","2.725","-","3.22"
"2023/07/18","16:42","2.715","-","3.21"
"2023/07/18","16:48","2.703","-","3.2"
"2023/07/18","16:54","2.688","-","3.25"
"2023/07/18","17:00","2.671","-","3.19"
"2023/07/18","17:06","2.651","-","3.16"
"2023/07/18","17:12","2.629","-","3.15"
"2023/07/18","17:18","2.605","-","3.13"
"2023/07/18","17:24","2.579","-","3.09"
"2023/07/18","17:30","2.551","-","3.09"
"2023/07/18","17:36","2.521","-","3.02"
"2023/07/18","17:42","2.489","-","3"
"2023/07/18","17:48","2.455","-","2.99"
"2023/07/18","17:54","2.42","-","3.02"
"2023/07/18","18:00","2.382","-","2.92"
"2023/07/18","18:06","2.343","-","2.84"
"2023/07/18","18:12","2.303","-","2.87"
"2023/07/18","18:18","2.261","-","2.81"
"2023/07/18","18:24","2.218","-","2.78"
"2023/07/18","18:30","2.174","-","2.71"
"2023/07/18","18:36","2.129","-","2.72"
"2023/07/18","18:42","2.083","-","2.6"
"2023/07/18","18:48","2.036","-","2.58"
"2023/07/18","18:54","1.988","-","2.62"
"2023/07/18","19:00","1.94","-","2.44"
"2023/07/18","19:06","1.891","-","2.39"
"2023/07/18","19:12","1.841","-","2.43"
"2023/07/18","19:18","1.791","-","2.38"
"2023/07/18","19:24","1.742","-","2.32"
"2023/07/18","19:30","1.692","-","2.23"
"2023/07/18","19:36","1.642","-","2.17"
"2023/07/18","19:42","1.592","-","2.15"
"2023/07/18","19:48","1.543","-","2.15"
"2023/07/18","19:54","1.494","-","2.1"
"2023/07/18","20:00","1.445","-","1.97"
"2023/07/18","20:06","1.397","-","1.91"
"2023/07/18","20:12","1.35","-","1.94"
"2023/07/18","20:18","1.304","-","1.91"
"2023/07/18","20:24","1.259","-","1.77"
"2023/07/18","20:30","1.214","-","1.79"
"2023/07/18","20:36","1.171","-","1.72"
"2023/07/18","20:42","1.129","-","1.66"
"2023/07/18","20:48","1.089","-","1.65"
"2023/07/18","20:54","1.049","-","1.61"
"2023/07/18","21:00","1.011","-","1.59"
"2023/07/18","21:06","0.975","-","1.49"
"2023/07/18","21:12","0.941","-","1.53"
"2023/07/18","21:18","0.908","-","1.48"
"2023/07/18","21:24","0.876","-","1.41"
"2023/07/18","21:30","0.847","-","1.41"
"2023/07/18","21:36","0.819","-","1.37"
"2023/07/18","21:42","0.793","-","1.35"
"2023/07/18","21:48","0.769","-","1.3"
"2023/07/18","21:54","0.746","-","1.3"
"2023/07/18","22:00","0.726","-","1.29"
"2023/07/18","22:06","0.707","-","1.25"
"2023/07/18","22:12","0.691","-","1.27"
"2023/07/18","22:18","0.676","-","1.27"
"2023/07/18","22:24","0.663","-","1.16"
"2023/07/18","22:30","0.652","-","1.22"
"2023/07/18","22:36","0.643","-","1.2"
"2023/07/18","22:42","0.636","-","1.25"
"2023/07/18","22:48","0.63","-","1.19"
"2023/07/18","22:54","0.626","-","1.22"
"2023/07/18","23:00","0.625","-","1.11"
"2023/07/18","23:06","0.624","-","1.21"
"2023/07/18","23:12","0.626","-","1.24"
"2023/07/18","23:18","0.629","-","1.16"
"2023/07/18","23:24","0.634","-","1.15"
"2023/07/18","23:30","0.64","-","1.17"
"2023/07/18","23:36","0.648","-","1.14"
"2023/07/18","23:42","0.658","-","1.25"
"2023/07/18","23:48","0.669","-","1.24"
"2023/07/18","23:54","0.681","-","1.21"
"2023/07/19","00:00","0.694","-","1.17"
"2023/07/19","00:06","0.709","-","1.23"
"2023/07/19","00:12","0.725","-","1.29"
"2023/07/19","00:18","0.741","-","1.3"
"2023/07/19","00:24","0.759","-","1.34"
"2023/07/19","00:30","0.778","-","1.3"
"2023/07/19","00:36","0.798","-","1.35"
"2023/07/19","00:42","0.818","-","1.41"
"2023/07/19","00:48","0.839","-","1.37"
"2023/07/19","00:54","0.861","-","1.41"
"2023/07/19","01:00","0.883","-","1.45"
"2023/07/19","01:06","0.905","-","1.45"
"2023/07/19","01:12","0.928","-","1.47"
"2023/07/19","01:18","0.951","-","1.52"
"2023/07/19","01:24","0.974","-","1.48"
"2023/07/19","01:30","0.997","-","1.57"
"2023/07/19","01:36","1.02","-","1.54"
"2023/07/19","01:42","1.042","-","1.57"
"2023/07/19","01:48","1.064","-","1.59"
"2023/07/19","01:54","1.086","-","1.64"
"2023/07/19","02:00","1.107","-","1.63"
"2023/07/19","02:06","1.128","-","1.68"
"2023/07/19","02:12","1.148","-","1.65"
"2023/07/19","02:18","1.167","-","1.69"
"2023/07/19","02:24","1.185","-","1.72"
"2023/07/19","02:30","1.202","-","1.7"
"2023/07/19","02:36","1.218","-","1.74"
"2023/07/19","02:42","1.232","-","1.78"
"2023/07/19","02:48","1.246","-","1.73"
"2023/07/19","02:54","1.258","-","1.76"
"2023/07/19","03:00","1.268","-","1.78"
"2023/07/19","03:06","1.278","-","1.76"
"2023/07/19","03:12","1.285","-","1.81"
"2023/07/19","03:18","1.291","-","1.8"
"2023/07/19","03:24","1.296","-","1.78"
"2023/07/19","03:30","1.299","-","1.69"
"2023/07/19","03:36","1.3","-","1.83"
"2023/07/19","03:42","1.299","-","1.86"
"2023/07/19","03:48","1.297","-","1.76"
"2023/07/19","03:54","1.293","-","1.78"
"2023/07/19","04:00","1.287","-","1.75"
"2023/07/19","04:06","1.28","-","1.75"
"2023/07/19","04:12","1.27","-","1.85"
"2023/07/19","04:18","1.259","-","1.74"
"2023/07/19","04:24","1.246","-","1.7"
"2023/07/19","04:30","1.232","-","1.7"
"2023/07/19","04:36","1.216","-","1.74"
"2023/07/19","04:42","1.198","-","1.74"
"2023/07/19","04:48","1.178","-","1.66"
"2023/07/19","04:54","1.157","-","1.62"
"2023/07/19","05:00","1.135","-","1.64"
"2023/07/19","05:06","1.111","-","1.71"
"2023/07/19","05:12","1.085","-","1.61"
"2023/07/19","05:18","1.058","-","1.62"
"2023/07/19","05:24","1.03","-","1.64"
"2023/07/19","05:30","1.001","-","1.57"
"2023/07/19","05:36","0.97","-","1.56"
"2023/07/19","05:42","0.939","-","1.5"
"2023/07/19","05:48","0.906","-","1.44"
"2023/07/19","05:54","0.872","-","1.39"
"2023/07/19","06:00","0.838","-","1.44"
"2023/07/19","06:06","0.803","-","1.39"
"2023/07/19","06:12","0.767","-","1.28"
"2023/07/19","06:18","0.731","-","1.29"
"2023/07/19","06:24","0.694","-","1.28"
"2023/07/19","06:30","0.657","-","1.24"
"2023/07/19","06:36","0.619","-","1.15"
"2023/07/19","06:42","0.581","-","1.14"
"2023/07/19","06:48","0.544","-","1.15"
"2023/07/19","06:54","0.506","-","1.06"
"2023/07/19","07:00","0.468","-","0.98"
"2023/07/19","07:06","0.431","-","0.96"
"2023/07/19","07:12","0.394","-","0.97"
"2023/07/19","07:18","0.358","-","0.9"
"2023/07/19","07:24","0.322","-","0.88"
"2023/07/19","07:30","0.286","-","0.81"
"2023/07/19","07:36","0.252","-","0.72"
"2023/07/19","07:42","0.218","-","0.75"
"2023/07/19","07:48","0.186","-","0.75"
"2023/07/19","07:54","0.154","-","0.68"
"2023/07/19","08:00","0.124","-","0.67"
"2023/07/19","08:06","0.095","-","0.58"
"2023/07/19","08:12","0.067","-","0.53"
"2023/07/19","08:18","0.041","-","0.6"
"2023/07/19","08:24","0.017","-","0.57"
"2023/07/19","08:30","-0.006","-","0.48"
"2023/07/19","08:36","-0.027","-","0.45"
"2023/07/19","08:42","-0.046","-","0.44"
"2023/07/19","08:48","-0.064","-","0.4"
"2023/07/19","08:54","-0.079","-","0.48"
"2023/07/19","09:00","-0.092","-","0.45"
"2023/07/19","09:06","-0.104","-","0.36"
"2023/07/19","09:12","-0.113","-","0.29"
"2023/07/19","09:18","-0.12","-","0.35"
"2023/07/19","09:24","-0.124","-","0.37"
"2023/07/19","09:30","-0.127","-","0.36"
"2023/07/19","09:36","-0.127","-","0.35"
"2023/07/19","09:42","-0.125","-","0.27"
"2023/07/19","09:48","-0.12","-","0.3"
"2023/07/19","09:54","-0.113","-","0.33"
"2023/07/19","10:00","-0.104","-","0.35"
"2023/07/19","10:06","-0.092","-","0.34"
"2023/07/19","10:12","-0.078","-","0.34"
"2023/07/19","10:18","-0.061","-","0.37"
"2023/07/19","10:24","-0.042","-","0.38"
"2023/07/19","10:30","-0.021","-","0.42"
"2023/07/19","10:36","0.003","-","0.46"
"2023/07/19","10:42","0.029","-","0.41"
"2023/07/19","10:48","0.057","-","0.46"
"2023/07/19","10:54","0.088","-","0.51"
"2023/07/19","11:00","0.12","-","0.52"
"2023/07/19","11:06","0.155","-","0.59"
"2023/07/19","11:12","0.193","-","0.6"
"2023/07/19","11:18","0.232","-","0.59"
"2023/07/19","11:24","0.273","-","0.61"
"2023/07/19","11:30","0.316","-","0.75"
"2023/07/19","11:36","0.361","-","0.78"
"2023/07/19","11:42","0.408","-","0.78"
"2023/07/19","11:48","0.457","-","0.84"
"2023/07/19","11:54","0.507","-","0.83"
"2023/07/19","12:00","0.559","-","0.93"
"2023/07/19","12:06","0.612","-","1.04"
"2023/07/19","12:12","0.667","-","1.03"
"2023/07/19","12:18","0.723","-","1.06"
"2023/07/19","12:24","0.78","-","1.12"
"2023/07/19","12:30","0.838","-","1.26"
"2023/07/19","12:36","0.897","-","1.3"
"2023/07/19","12:42","0.957","-","1.33"
"2023/07/19","12:48","1.018","-","1.33"
"2023/07/19","12:54","1.079","-","1.42"
"2023/07/19","13:00","1.14","-","1.53"
"2023/07/19","13:06","1.202","-","1.61"
"2023/07/19","13:12","1.264","-","1.62"
"2023/07/19","13:18","1.327","-","1.63"
"2023/07/19","13:24","1.389","-","1.77"
"2023/07/19","13:30","1.451","-","1.8"
"2023/07/19","13:36","1.513","-","1.89"
"2023/07/19","13:42","1.574","-","2"
"2023/07/19","13:48","1.635","-","1.97"
"2023/07/19","13:54","1.695","-","2.11"
"2023/07/19","14:00","1.754","-","2.11"
"2023/07/19","14:06","1.812","-","2.18"
"2023/07/19","14:12","1.869","-","2.28"
"2023/07/19","14:18","1.925","-","2.28"
"2023/07/19","14:24","1.98","-","2.35"
"2023/07/19","14:30","2.033","-","2.38"
"2023/07/19","14:36","2.085","-","2.5"
"2023/07/19","14:42","2.135","-","2.5"
"2023/07/19","14:48","2.184","-","2.51"
"2023/07/19","14:54","2.231","-","2.61"
"2023/07/19","15:00","2.275","-","2.62"
"2023/07/19","15:06","2.318","-","2.72"
"2023/07/19","15:12","2.359","-","2.75"
"2023/07/19","15:18","2.397","-","2.73"
"2023/07/19","15:24","2.434","-","2.79"
"2023/07/19","15:30","2.468","-","2.82"
"2023/07/19","15:36","2.5","-","2.88"
"2023/07/19","15:42","2.529","-","2.87"
"2023/07/19","15:48","2.556","-","2.88"
"2023/07/19","15:54","2.58","-","2.92"
"2023/07/19","16:00","2.602","-","2.91"
"2023/07/19","16:06","2.622","-","2.96"
"2023/07/19","16:12","2.638","-","2.95"
"2023/07/19","16:18","2.652","-","2.96"
"2023/07/19","16:24","2.664","-","2.97"
"2023/07/19","16:30","2.673","-","3"
"2023/07/19","16:36","2.679","-","3.02"
"2023/07/19","16:42","2.683","-","2.95"
"2023/07/19","16:48","2.684","-","3.01"
"2023/07/19","16:54","2.682","-","3.01"
"2023/07/19","17:00","2.678","-","2.95"
"2023/07/19","17:06","2.671","-","3"
"2023/07/19","17:12","2.662","-","2.93"
"2023/07/19","17:18","2.65","-","2.93"
"2023/07/19","17:24","2.636","-","2.94"
"2023/07/19","17:30","2.619","-","2.95"
"2023/07/19","17:36","2.6","-","2.87"
"2023/07/19","17:42","2.578","-","2.86"
"2023/07/19","17:48","2.555","-","2.82"
"2023/07/19","17:54","2.529","-","2.8"
"2023/07/19","18:00","2.501","-","2.79"
"2023/07/19","18:06","2.471","-","2.78"
"2023/07/19","18:12","2.44","-","2.72"
"2023/07/19","18:18","2.406","-","2.65"
"2023/07/19","18:24","2.371","-","2.67"
"2023/07/19","18:30","2.334","-","2.62"
"2023/07/19","18:36","2.295","-","2.6"
"2023/07/19","18:42","2.255","-","2.56"
"2023/07/19","18:48","2.213","-","2.53"
"2023/07/19","18:54","2.171","-","2.44"
"2023/07/19","19:00","2.127","-","2.45"
"2023/07/19","19:06","2.082","-","2.44"
"2023/07/19","19:12","2.037","-","2.32"
"2023/07/19","19:18","1.99","-","2.34"
"2023/07/19","19:24","1.943","-","2.28"
"2023/07/19","19:30","1.895","-","2.21"
"2023/07/19","19:36","1.847","-","2.21"
"2023/07/19","19:42","1.799","-","2.13"
"2023/07/19","19:48","1.75","-","2.1"
"2023/07/19","19:54","1.701","-","2.11"
"2023/07/19","20:00","1.652","-","2.01"
"2023/07/19","20:06","1.603","-","1.97"
"2023/07/19","20:12","1.555","-","1.97"
"2023/07/19","20:18","1.507","-","1.96"
"2023/07/19","20:24","1.459","-","1.86"
"2023/07/19","20:30","1.412","-","1.8"
"2023/07/19","20:36","1.365","-","1.75"
"2023/07/19","20:42","1.319","-","1.69"
"2023/07/19","20:48","1.274","-","1.76"
"2023/07/19","20:54","1.229","-","1.65"
"2023/07/19","21:00","1.186","-","1.61"
"2023/07/19","21:06","1.144","-","1.53"
"2023/07/19","21:12","1.102","-","1.52"
"2023/07/19","21:18","1.062","-","1.57"
"2023/07/19","21:24","1.024","-","1.51"
"2023/07/19","21:30","0.986","-","1.44"
"2023/07/19","21:36","0.95","-","1.38"
"2023/07/19","21:42","0.916","-","1.39"
"2023/07/19","21:48","0.882","-","1.46"
"2023/07/19","21:54","0.851","-","1.36"
"2023/07/19","22:00","0.821","-","1.36"
"2023/07/19","22:06","0.793","-","1.3"
"2023/07/19","22:12","0.766","-","1.21"
"2023/07/19","22:18","0.742","-","1.23"
"2023/07/19","22:24","0.719","-","1.32"
"2023/07/19","22:30","0.698","-","1.25"
"2023/07/19","22:36","0.678","-","1.12"
"2023/07/19","22:42","0.661","-","1.06"
"2023/07/19","22:48","0.646","-","1.12"
"2023/07/19","22:54","0.632","-","1.22"
"2023/07/19","23:00","0.621","-","1.18"
"2023/07/19","23:06","0.611","-","1.04"
"2023/07/19","23:12","0.603","-","1.07"
"2023/07/19","23:18","0.597","-","1.04"
"2023/07/19","23:24","0.593","-","1.16"
"2023/07/19","23:30","0.591","-","1.11"
"2023/07/19","23:36","0.591","-","1"
"2023/07/19","23:42","0.593","-","1.12"
"2023/07/19","23:48","0.596","-","1.08"
"2023/07/19","23:54","0.602","-","1.08"
"2023/07/20","00:00","0.609","-","1.11"
"2023/07/20","00:06","0.617","-","1.09"
"2023/07/20","00:12","0.627","-","1.13"
"2023/07/20","00:18","0.639","-","1.14"
"2023/07/20","00:24","0.652","-","1.1"
"2023/07/20","00:30","0.667","-","1.15"
"2023/07/20","00:36","0.683","-","1.24"
"2023/07/20","00:42","0.7","-","1.22"
"2023/07/20","00:48","0.718","-","1.22"
"2023/07/20","00:54","0.737","-","1.2"
"2023/07/20","01:00","0.757","-","1.26"
"2023/07/20","01:06","0.778","-","1.28"
"2023/07/20","01:12","0.8","-","1.34"
"2023/07/20","01:18","0.822","-","1.31"
"2023/07/20","01:24","0.845","-","1.33"
"2023/07/20","01:30","0.868","-","1.38"
"2023/07/20","01:36","0.892","-","1.38"
"2023/07/20","01:42","0.916","-","1.39"
"2023/07/20","01:48","0.94","-","1.51"
"2023/07/20","01:54","0.964","-","1.44"
"2023/07/20","02:00","0.988","-","1.46"
"2023/07/20","02:06","1.011","-","1.49"
"2023/07/20","02:12","1.035","-","1.56"
"2023/07/20","02:18","1.058","-","1.6"
"2023/07/20","02:24","1.08","-","1.59"
"2023/07/20","02:30","1.102","-","1.58"
"2023/07/20","02:36","1.124","-","1.59"
"2023/07/20","02:42","1.145","-","1.68"
"2023/07/20","02:48","1.164","-","1.68"
"2023/07/20","02:54","1.183","-","1.75"
"2023/07/20","03:00","1.201","-","1.67"
"2023/07/20","03:06","1.218","-","1.65"
"2023/07/20","03:12","1.234","-","1.74"
"2023/07/20","03:18","1.249","-","1.78"
"2023/07/20","03:24","1.263","-","1.78"
"2023/07/20","03:30","1.275","-","1.8"
"2023/07/20","03:36","1.286","-","1.74"
"2023/07/20","03:42","1.296","-","1.79"
"2023/07/20","03:48","1.304","-","1.81"
"2023/07/20","03:54","1.31","-","1.82"
"2023/07/20","04:00","1.316","-","1.82"
"2023/07/20","04:06","1.319","-","1.79"
"2023/07/20","04:12","1.321","-","1.77"
"2023/07/20","04:18","1.322","-","1.89"
"2023/07/20","04:24","1.321","-","1.89"
"2023/07/20","04:30","1.318","-","1.82"
"2023/07/20","04:36","1.314","-","1.78"
"2023/07/20","04:42","1.307","-","1.82"
"2023/07/20","04:48","1.3","-","1.83"
"2023/07/20","04:54","1.29","-","1.81"
"2023/07/20","05:00","1.279","-","1.82"
"2023/07/20","05:06","1.266","-","1.77"
"2023/07/20","05:12","1.252","-","1.74"
"2023/07/20","05:18","1.236","-","1.83"
"2023/07/20","05:24","1.218","-","1.81"
"2023/07/20","05:30","1.199","-","1.71"
"2023/07/20","05:36","1.179","-","1.67"
"2023/07/20","05:42","1.156","-","1.71"
"2023/07/20","05:48","1.133","-","1.73"
"2023/07/20","05:54","1.108","-","1.69"
"2023/07/20","06:00","1.082","-","1.59"
"2023/07/20","06:06","1.054","-","1.56"
"2023/07/20","06:12","1.025","-","1.61"
"2023/07/20","06:18","0.996","-","1.61"
"2023/07/20","06:24","0.965","-","1.53"
"2023/07/20","06:30","0.933","-","1.51"
"2023/07/20","06:36","0.901","-","1.47"
"2023/07/20","06:42","0.868","-","1.41"
"2023/07/20","06:48","0.834","-","1.44"
"2023/07/20","06:54","0.8","-","1.39"
"2023/07/20","07:00","0.765","-","1.34"
"2023/07/20","07:06","0.73","-","1.3"
"2023/07/20","07:12","0.694","-","1.31"
"2023/07/20","07:18","0.659","-","1.24"
"2023/07/20","07:24","0.624","-","1.17"
"2023/07/20","07:30","0.588","-","1.17"
"2023/07/20","07:36","0.553","-","1.15"
"2023/07/20","07:42","0.519","-","1.09"
"2023/07/20","07:48","0.484","-","1.1"
"2023/07/20","07:54","0.451","-","1.07"
"2023/07/20","08:00","0.418","-","0.99"
"2023/07/20","08:06","0.385","-","0.95"
"2023/07/20","08:12","0.354","-","0.96"
"2023/07/20","08:18","0.323","-","0.95"
"2023/07/20","08:24","0.293","-","0.84"
"2023/07/20","08:30","0.265","-","0.84"
"2023/07/20","08:36","0.237","-","0.8"
"2023/07/20","08:42","0.211","-","0.84"
"2023/07/20","08:48","0.186","-","0.75"
"2023/07/20","08:54","0.163","-","0.67"
"2023/07/20","09:00","0.141","-","0.71"
"2023/07/20","09:06","0.121","-","0.66"
"2023/07/20","09:12","0.102","-","0.69"
"2023/07/20","09:18","0.085","-","0.62"
"2023/07/20","09:24","0.069","-","0.64"
"2023/07/20","09:30","0.056","-","0.53"
"2023/07/20","09:36","0.044","-","0.6"
"2023/07/20","09:42","0.034","-","0.67"
"2023/07/20","09:48","0.026","-","0.57"
"2023/07/20","09:54","0.02","-","0.56"
"2023/07/20","10:00","0.016","-","0.57"
"2023/07/20","10:06","0.014","-","0.61"
"2023/07/20","10:12","0.014","-","0.6"
"2023/07/20","10:18","0.016","-","0.57"
"2023/07/20","10:24","0.021","-","0.55"
"2023/07/20","10:30","0.027","-","0.61"
"2023/07/20","10:36","0.036","-","0.66"
"2023/07/20","10:42","0.047","-","0.64"
"2023/07/20","10:48","0.06","-","0.64"
"2023/07/20","10:54","0.076","-","0.61"
"2023/07/20","11:00","0.094","-","0.66"
"2023/07/20","11:06","0.114","-","0.67"
"2023/07/20","11:12","0.136","-","0.7"
"2023/07/20","11:18","0.161","-","0.7"
"2023/07/20","11:24","0.187","-","0.73"
"2023/07/20","11:30","0.217","-","0.75"
"2023/07/20","11:36","0.248","-","0.78"
"2023/07/20","11:42","0.281","-","0.79"
"2023/07/20","11:48","0.317","-","0.92"
"2023/07/20","11:54","0.354","-","0.9"
"2023/07/20","12:00","0.394","-","0.86"
"2023/07/20","12:06","0.435","-","0.91"
"2023/07/20","12:12","0.478","-","1.04"
"2023/07/20","12:18","0.524","-","1.11"
"2023/07/20","12:24","0.57","-","1.08"
"2023/07/20","12:30","0.619","-","1.16"
"2023/07/20","12:36","0.668","-","1.18"
"2023/07/20","12:42","0.72","-","1.24"
"2023/07/20","12:48","0.772","-","1.28"
"2023/07/20","12:54","0.826","-","1.36"
"2023/07/20","13:00","0.88","-","1.34"
"2023/07/20","13:06","0.936","-","1.39"
"2023/07/20","13:12","0.992","-","1.54"
"2023/07/20","13:18","1.049","-","1.57"
"2023/07/20","13:24","1.107","-","1.54"
"2023/07/20","13:30","1.165","-","1.66"
"2023/07/20","13:36","1.223","-","1.76"
"2023/07/20","13:42","1.281","-","1.77"
"2023/07/20","13:48","1.34","-","1.86"
"2023/07/20","13:54","1.398","-","1.93"
"2023/07/20","14:00","1.456","-","1.94"
"2023/07/20","14:06","1.513","-","1.99"
"2023/07/20","14:12","1.57","-","2.07"
"2023/07/20","14:18","1.627","-","2.15"
"2023/07/20","14:24","1.682","-","2.17"
"2023/07/20","14:30","1.737","-","2.25"
"2023/07/20","14:36","1.791","-","2.28"
"2023/07/20","14:42","1.844","-","2.31"
"2023/07/20","14:48","1.896","-","2.44"
"2023/07/20","14:54","1.947","-","2.46"
"2023/07/20","15:00","1.996","-","2.56"
"2023/07/20","15:06","2.044","-","2.51"
"2023/07/20","15:12","2.09","-","2.6"
"2023/07/20","15:18","2.134","-","2.69"
"2023/07/20","15:24","2.177","-","2.71"
"2023/07/20","15:30","2.219","-","2.71"
"2023/07/20","15:36","2.258","-","2.78"
"2023/07/20","15:42","2.296","-","2.84"
"2023/07/20","15:48","2.331","-","2.85"
"2023/07/20","15:54","2.365","-","2.87"
"2023/07/20","16:00","2.396","-","2.97"
"2023/07/20","16:06","2.426","-","2.99"
"2023/07/20","16:12","2.453","-","3.01"
"2023/07/20","16:18","2.478","-","2.99"
"2023/07/20","16:24","2.5","-","2.97"
"2023/07/20","16:30","2.521","-","3.06"
"2023/07/20","16:36","2.539","-","3.1"
"2023/07/20","16:42","2.554","-","3.09"
"2023/07/20","16:48","2.567","-","3.04"
"2023/07/20","16:54","2.578","-","3.15"
"2023/07/20","17:00","2.586","-","3.15"
"2023/07/20","17:06","2.592","-","3.16"
"2023/07/20","17:12","2.595","-","3.15"
"2023/07/20","17:18","2.596","-","3.13"
"2023/07/20","17:24","2.594","-","3.1"
"2023/07/20","17:30","2.589","-","3.17"
"2023/07/20","17:36","2.583","-","3.15"
"2023/07/20","17:42","2.573","-","3.09"
"2023/07/20","17:48","2.561","-","3.04"
"2023/07/20","17:54","2.547","-","3.15"
"2023/07/20","18:00","2.531","-","3.13"
"2023/07/20","18:06","2.512","-","2.98"
"2023/07/20","18:12","2.491","-","3.04"
"2023/07/20","18:18","2.468","-","2.99"
"2023/07/20","18:24","2.442","-","2.98"
"2023/07/20","18:30","2.415","-","2.98"
